Date,Time,PigName,With/To,Behavior,Behavior.cat,Location,Notes,GPS,Start,Stop,Observer
9/23/22,9:00:42 AM,Thomas,No Value,Grunt,Grunt,,,,1,0,AJ
9/23/22,9:01:05 AM,Thomas,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:01:31 AM,Thomas,No Value,Poop,Poop,,,,0,0,AJ
9/23/22,9:01:57 AM,Thomas,No Value,Pee,Pee,,,,0,0,AJ
9/23/22,9:02:41 AM,Thomas,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,9:03:37 AM,Thomas,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:04:37 AM,Thomas,Georgie,Snout.touch,Pro.social,,,,0,0,AJ
9/23/22,9:05:40 AM,Thomas,No Value,Rest,Rest,,,,0,0,AJ
9/23/22,9:06:58 AM,Georgie,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,9:07:12 AM,Georgie,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:07:15,Imogen,No Value,Wag.tail,Wag.tail,"30.015058,-97.307120",,,1,0,NS
9/23/22,9:07:23 AM,Georgie,No Value,Drink,Drink,,,,0,0,AJ
9/23/22,9:07:33,Imogen,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,0,0,NS
9/23/22,9:07:45,Imogen,No Value,Rest,Rest,"30.014723,-97.307470",Laying in straw pile,,0,0,NS
9/23/22,9:07:52 AM,Georgie,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:08:42 AM,Georgie,Dora,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:12:09 AM,Georgie,Atlas,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:12:18,Imogen,No Value,Rest,Rest,"30.018278,-97.307556",,,0,1,NS
9/23/22,9:12:22 AM,Georgie,Bates,Rest.proxim,Pro.social,,,,0,1,AJ
9/23/22,9:12:41,Horatio,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,1,0,NS
9/23/22,9:14:06,Horatio,No Value,Wag.tail,Wag.tail,"30.016559,-97.307477",,,0,0,NS
9/23/22,9:14:22 AM,Rebel,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,9:14:30,Horatio,No Value,Travel,Activity,"30.014770,-97.307433",,,0,0,NS
9/23/22,9:14:33 AM,Rebel,Eleanor,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,9:14:45,Horatio,No Value,Travel,Activity,"30.014749,-97.307497",Going off path in woods,,0,0,NS
9/23/22,9:15:10,Horatio,Unknown,Sniff.consp,Pro.social,"30.014716,-97.307459",,,0,0,NS
9/23/22,9:15:29,Horatio,No Value,Nudge.ground,Activity,"30.014707,-97.307488",,,0,0,NS
9/23/22,9:15:38,Horatio,No Value,Wag.tail,Wag.tail,"30.014759,-97.307524",,,0,0,NS
9/23/22,9:16:26,Horatio,Other,Wag.tail,Wag.tail,"30.014761,-97.307535",Wagging tail and standing still. Next to Mercutio and Falstaff,,0,0,NS
9/23/22,9:17:22,Horatio,Other,Rest,Rest,"30.015058,-97.307120",Lay next to Mercutio and Falstaff,,0,0,NS
9/23/22,9:19:52,Eleanor,Other,Nudge.ground,Activity,"30.018012,-97.307555",Eat dirt with Jordan,,1,0,NS
9/23/22,9:21:05 AM,Atlas,Bates,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,9:21:23,Eleanor,Other,Nudge.ground,Activity,"30.018009,-97.307546",Starts digging in the ground with snout and eating mud next to Jordan,,0,0,NS
9/23/22,9:21:34 AM,Atlas,Dora,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:21:46 AM,Atlas,Georgie,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:23:38,Eleanor,Unknown,Attempt.disp,G.agg,"30.015058,-97.307120",Displace marbled pig with tusks (pic),,0,0,NS
9/23/22,9:24:25,Eleanor,Other,Nudge.ground,Activity,"30.015058,-97.307120","Eat dirt
With Jordan",,0,0,NS
9/23/22,9:25:34,Eleanor,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,0,1,NS
9/23/22,9:26:28 AM,Bates,Atlas,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,9:26:39 AM,Bates,Dora,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:26:50 AM,Bates,Georgie,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:29:39,Thomas,No Value,Rest,Rest,"30.018330,-97.307561",,,1,0,NS
9/23/22,9:30:13 AM,Bates,No Value,Grunt,Grunt,,,,0,0,AJ
9/23/22,9:31:29,Thomas,No Value,Other,Other,"30.014706,-97.307584",Wakes up,,0,0,NS
9/23/22,9:31:38 AM,Dora,Bates,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,9:31:41,Thomas,No Value,Rest,Rest,"30.014896,-97.307515",Resting again,,0,0,NS
9/23/22,9:32:06 AM,Dora,Georgie,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:32:20 AM,Dora,Atlas,Rest.proxim,Pro.social,,,,0,0,AJ
9/23/22,9:35:04,Thomas,No Value,Rest,Rest,"30.016607,-97.307477",Still resting,,0,1,NS
9/23/22,9:35:44,Rebel,Defiance,Sniff.consp,Pro.social,"30.015058,-97.307120",With Defiance,,1,0,NS
9/23/22,9:38:23,Rebel,Defiance,Rest.proxim,Pro.social,"30.015058,-97.307120",Sleep next to Defiance,,0,0,NS
9/23/22,9:41:12,Rebel,No Value,Rest,Rest,"30.014936,-97.307512",,,0,1,NS
9/23/22,9:42:20,Atlas,No Value,Sniff.obj,Activity,"30.015500,-97.307511",Dinner table,,1,0,NS
9/23/22,9:43:17 AM,Imogen,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,9:43:21,Atlas,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,0,0,NS
9/23/22,9:43:37 AM,Imogen,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:44:01 AM,Imogen,No Value,Pee,Pee,,,,0,0,AJ
9/23/22,9:44:09 AM,Imogen,No Value,Get.disp,R.agg,,displaced by pig not in study see photo,,0,0,AJ
9/23/22,9:44:46 AM,Imogen,No Value,Rest,Rest,,resting by herself in  the trees,,0,0,AJ
9/23/22,9:44:57,Atlas,No Value,Nudge.ground,Activity,"30.017477,-97.307537",Dirt,,0,0,NS
9/23/22,9:45:59 AM,Imogen,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,9:46:34 AM,Imogen,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,9:46:46 AM,Imogen,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:46:49,Atlas,No Value,Nudge.ground,Activity,"30.014799,-97.307427",,,0,1,NS
9/23/22,9:46:54 AM,Imogen,No Value,Travel,Activity,,avoided the pig who displced her,,0,0,AJ
9/23/22,9:47:49 AM,Imogen,No Value,Rest,Rest,,,,0,0,AJ
9/23/22,9:50:39 AM,Rebel,No Value,Pee,Pee,,,,0,0,AJ
9/23/22,9:50:57 AM,Rebel,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,9:51:29 AM,Rebel,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,9:51:54 AM,Rebel,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,9:54:23 AM,Rebel,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,10:00:06 AM,Eleanor,No Value,Rest,Rest,,,,1,0,AJ
9/23/22,10:02:23 AM,Eleanor,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,10:02:30,Georgie,Bates Champion,Rest.proxim,Pro.social,"30.014979,-97.307469",With Bates and Champion,,1,0,NS
9/23/22,10:04:47 AM,Eleanor,No Value,Rest,Rest,,,,0,1,AJ
9/23/22,10:05:05 AM,Horatio,No Value,Rest.proxim,Pro.social,,oreo pig not in study,,1,0,AJ
9/23/22,10:07:31,Georgie,Bates Champion,Rest.proxim,Pro.social,"30.018160,-97.307551",With Bates and Champion,,0,1,NS
9/23/22,10:10:10 AM,Horatio,No Value,Rest,Rest,,,,0,1,AJ
9/23/22,10:10:39,Dora,Dora,Rest.proxim,Pro.social,"30.016924,-97.307529",With Dora and gray pig,,1,0,NS
9/23/22,10:16:20,Dora,No Value,Rest.proxim,Pro.social,"30.015147,-97.307393",Still resting,,0,1,NS
9/23/22,10:17:20 AM,Bates,No Value,Rest,Rest,,,,1,0,AJ
9/23/22,10:18:55 AM,Bates,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,10:19:05 AM,Bates,No Value,Other,Other,,went to lay with another pig under the barn,,0,0,AJ
9/23/22,10:22:02 AM,Bates,No Value,Grunt,Grunt,,,,0,0,AJ
9/23/22,10:22:26 AM,Bates,No Value,Rest,Rest,,,,0,1,AJ
9/23/22,10:30:38 AM,Loretta,George,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,10:30:39,George,Loretta,Rest.proxim,Pro.social,"30.018307,-97.307565",,,1,0,NS
9/23/22,10:35:30 AM,Loretta,George,Rest.proxim,Pro.social,,,,0,1,AJ
9/23/22,10:35:41,George,Loretta,Rest.proxim,Pro.social,"30.014989,-97.306173",,,0,1,NS
9/23/22,10:36:01,Loretta,George,Rest.proxim,Pro.social,"30.015016,-97.306122",,,1,0,NS
9/23/22,10:36:11 AM,George,Loretta,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,10:41:44 AM,George,Loretta,Rest.proxim,Pro.social,,,,0,1,AJ
9/23/22,10:41:46,Loretta,George,Rest.proxim,Pro.social,"30.016983,-97.306950",,,0,1,NS
9/23/22,10:43:10,Pixie,No Value,Follow,Pro.social,"30.016022,-97.306782",Follow AJ,,1,0,NS
9/23/22,10:43:41 AM,Hank,Willie,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,10:43:43,Pixie,No Value,Pee,Pee,"30.015094,-97.306330",,,0,0,NS
9/23/22,10:44:04,Pixie,No Value,Sniff.obj,Activity,"30.015101,-97.306280",Branch,,0,0,NS
9/23/22,10:44:21 AM,Hank,No Value,Yawn.not.contaig,Anxious,,,,0,0,AJ
9/23/22,10:44:33 AM,Hank,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,10:44:34,Pixie,No Value,Nudge.ground,Activity,"30.015091,-97.306365",Branch,,0,0,NS
9/23/22,10:45:15 AM,Hank,No Value,Pee,Pee,,,,0,0,AJ
9/23/22,10:45:24,Pixie,No Value,Other,Other,"30.015137,-97.306315",Rub head on branch,,0,0,NS
9/23/22,10:45:52,Pixie,No Value,Travel,Activity,"30.015194,-97.306340",Walk to water hole,,0,0,NS
9/23/22,10:46:16,Pixie,No Value,Other,Other,"30.015148,-97.306378",Stick nose in water,,0,0,NS
9/23/22,10:46:23 AM,Hank,Willie,Snout.touch,Pro.social,,,,0,0,AJ
9/23/22,10:46:28,Pixie,No Value,Rest,Rest,"30.015033,-97.306562",Laying in water,,0,0,NS
9/23/22,10:46:36 AM,Hank,Dahlia,Attempt.disp,G.agg,,grunting with dahlia. she moved out of his way,,0,0,AJ
9/23/22,10:47:07,Pixie,No Value,Other,Other,"30.015135,-97.306533",Get out of watering hole,,0,0,NS
9/23/22,10:47:26,Pixie,No Value,Other,Other,"30.015005,-97.306485",Watch volunteer on buggy,,0,0,NS
9/23/22,10:47:52,Pixie,No Value,Grunt,Grunt,"30.015039,-97.306513",,,0,1,NS
9/23/22,10:48:47,Dahlia,No Value,Other,Other,"30.015108,-97.306541",Rub body on tree,,1,0,NS
9/23/22,10:49:02 AM,Hank,No Value,Drink,Drink,,,,0,1,AJ
9/23/22,10:49:19 AM,Pixie,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,10:49:33,Dahlia,No Value,Other,Other,"30.015438,-97.306781",Rubbing face against tree,,0,0,NS
9/23/22,10:50:38,Dahlia,No Value,Nudge.ground,Activity,"30.015052,-97.306551",Around dinner table,,0,0,NS
9/23/22,10:51:04,Dahlia,No Value,Nudge.ground,Activity,"30.015000,-97.306541",Eat hay off dinner table,,0,0,NS
9/23/22,10:51:55,Dahlia,No Value,Other,Other,"30.015009,-97.306546",Step on dinner table,,0,0,NS
9/23/22,10:52:21,Dahlia,No Value,Travel,Activity,"30.015030,-97.306574",,,0,0,NS
9/23/22,10:52:30,Dahlia,No Value,Other,Other,"30.015002,-97.306567",Look outside of fence,,0,0,NS
9/23/22,10:52:52,Dahlia,Raymond,Grunt,Grunt,"30.015045,-97.306574",,,0,0,NS
9/23/22,10:53:30 AM,Pixie,Molly,Nudge.ground,Activity,,,,0,1,AJ
9/23/22,10:53:43 AM,Raymond,No Value,Other,Other,,scratching on a tree,,1,0,AJ
9/23/22,10:53:44,Dahlia,Pixie,Nudge.ground,Activity,"30.015003,-97.306525",Eat hay off dinner table next to Pixie,,0,0,NS
9/23/22,10:54:10 AM,Raymond,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,10:54:36,Hank,No Value,Rest,Rest,"30.015034,-97.306552",In water,,1,0,NS
9/23/22,10:55:03,Hank,No Value,Grunt,Grunt,"30.015366,-97.306537",Still laying in water,,0,0,NS
9/23/22,10:55:17 AM,Raymond,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,10:55:39,Hank,No Value,Other,Other,"30.015236,-97.306505",Fart,,0,0,NS
9/23/22,10:55:57 AM,Raymond,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,10:56:02,Hank,No Value,Grunt,Grunt,"30.015329,-97.306491",,,0,0,NS
9/23/22,10:56:35,Hank,No Value,Other,Other,"30.015089,-97.306512",Stick nose in water,,0,0,NS
9/23/22,10:56:40 AM,Raymond,No Value,Nudge.ground,Activity,,Grass,,0,0,AJ
9/23/22,10:58:00 AM,Raymond,No Value,Grunt,Grunt,,,,0,0,AJ
9/23/22,10:58:23,Hank,No Value,Wag.tail,Wag.tail,"30.012596,-97.304971",Wag tail in water and splash water,,0,0,NS
9/23/22,10:59:38,Hank,No Value,Rest,Rest,"30.015372,-97.306651",,,0,1,NS
9/23/22,10:59:40 AM,Dahlia,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,11:00:28 AM,Dahlia,No Value,Other,Other,,nudging the dinner table with snout,,0,0,AJ
9/23/22,11:00:33,Raymond,No Value,Nudge.ground,Activity,"30.015109,-97.306403",,,1,0,NS
9/23/22,11:01:06,Raymond,Willie,Rest.proxim,Pro.social,"30.015160,-97.306295",,,0,0,NS
9/23/22,11:01:08 AM,Dahlia,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/23/22,11:03:24,Raymond,Kitty,Grunt,Grunt,"30.015055,-97.306238",Grunt as Kitty approach,,0,0,NS
9/23/22,11:05:25 AM,Dahlia,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/23/22,11:05:47,Kitty,No Value,Sniff.obj,Activity,"30.015041,-97.306305",Dirt,,1,0,NS
9/23/22,11:06:31 AM,Willie,Raymond,Rest.proxim,Pro.social,,,,1,0,AJ
9/23/22,11:07:24,Kitty,No Value,Grunt,Grunt,"30.016648,-97.306863",,,0,0,NS
9/23/22,11:07:36,Kitty,Raymond,Attempt.disp,G.agg,"30.015011,-97.306240",,,0,0,NS
9/23/22,11:07:54,Kitty,No Value,Nudge.ground,Activity,"30.015026,-97.306252",,,0,0,NS
9/23/22,11:08:30,Kitty,No Value,Grunt,Grunt,"30.015049,-97.306249",Grunting while laying in dirt,,0,0,NS
9/23/22,11:08:48,Kitty,No Value,Rest,Rest,"30.015076,-97.306172",Willy and Raymond resting together approx 2 m away,,0,0,NS
9/23/22,11:11:51 AM,Willie,Raymond,Rest,Rest,,,,0,1,AJ
9/23/22,11:12:02 AM,Kitty,No Value,Rest,Rest,,,,1,0,AJ
9/23/22,11:13:04,Molly,No Value,Nudge.ground,Activity,"30.017515,-97.307243",,,1,0,NS
9/23/22,11:13:33,Molly,No Value,Wag.tail,Wag.tail,"30.014857,-97.306438",Wags tail side to side while rooting,,0,0,NS
9/23/22,11:13:59,Molly,No Value,Nudge.ground,Activity,"30.014821,-97.306385",,,0,0,NS
9/23/22,11:15:13,Molly,No Value,Other,Other,"30.015367,-97.306312",Rubbing face against branches and snapping them,,0,0,NS
9/23/22,11:15:49,Molly,No Value,Wag.tail,Wag.tail,"30.014733,-97.306332",,,0,0,NS
9/23/22,11:17:08,Molly,No Value,Nudge.ground,Activity,"30.014928,-97.306281",Eat dirt,,0,0,NS
9/23/22,11:17:18 AM,Kitty,No Value,Rest,Rest,,,,0,1,AJ
9/23/22,11:17:45,Molly,No Value,Drink,Drink,"30.014793,-97.306371",From watering hole,,0,1,NS
9/23/22,11:19:03,Willie,Raymond,Rest.proxim,Pro.social,"30.014947,-97.306390",Resting with Raymond. Kitty about 2m away,,1,0,NS
9/23/22,11:19:34 AM,Molly,No Value,Other,Other,,rolling in water/mud puddle,,1,0,AJ
9/23/22,11:20:49 AM,Molly,No Value,Rest,Rest,,in a puddle,,0,0,AJ
9/23/22,11:22:26 AM,Molly,No Value,Grunt,Grunt,,,,0,0,AJ
9/23/22,11:22:45 AM,Molly,Pixie,Get.disp,R.agg,,stood up and left when pixie came in to puddle,,0,0,AJ
9/23/22,11:23:36 AM,Molly,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,11:24:06,Willie,Raymond,Rest.proxim,Pro.social,"30.018283,-97.307556",,,0,1,NS
9/23/22,11:24:53 AM,Molly,No Value,Other,Other,,scratching belly on dinner table,,0,0,AJ
9/23/22,11:25:16 AM,Molly,Pixie,Grunt,Grunt,,,,0,1,AJ
9/23/22,11:31:43,Bates,No Value,Nudge.ground,Activity,"30.014782,-97.307387",,,1,0,NS
9/23/22,11:34:54,Bates,Vivian,Get.disp,R.agg,"30.018187,-97.307551",Vivian tired to bite Bates’s tail but Bates moved away,,0,0,NS
9/23/22,11:35:52,Bates,Other,Other,Other,"30.016531,-97.307444",Tail bite Edith? (pic),,0,0,NS
9/23/22,11:36:27 AM,Wilbur,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,11:36:35,Bates,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,0,1,NS
9/23/22,11:37:14 AM,Wilbur,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,11:39:38,Bianca,No Value,Nudge.ground,Activity,"30.015672,-97.307476",,,1,0,NS
9/23/22,11:41:54 AM,Wilbur,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/23/22,11:42:29,Bianca,Daley,Other,Other,"30.018091,-97.307541",Snapped at by Daley,,0,0,NS
9/23/22,11:44:47,Bianca,No Value,Nudge.ground,Activity,"30.015058,-97.307120",,,0,1,NS
9/23/22,11:45:03,Wilbur,No Value,Nudge.ground,Activity,"30.014902,-97.307353",,,1,0,NS
9/23/22,11:45:05 AM,Bianca,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/23/22,11:45:16 AM,Bianca,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/23/22,11:46:42 AM,Bianca,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,11:46:56,Wilbur,No Value,Nudge.ground,Activity,"30.016585,-97.307479",Eat pellets and dirt,,0,0,NS
9/23/22,11:47:11 AM,Bianca,No Value,Poop,Poop,,,,0,0,AJ
9/23/22,11:47:30 AM,Bianca,No Value,Travel,Activity,,,,0,0,AJ
9/23/22,11:48:10 AM,Bianca,No Value,Other,Other,,got in water puddle,,0,0,AJ
9/23/22,11:48:33 AM,Bianca,No Value,Drink,Drink,,,,0,0,AJ
9/23/22,11:49:16,Wilbur,Mercutio,Grunt,Grunt,"30.004645,-97.300148",Grunt as Mercutio approaches,,0,0,NS
9/23/22,11:50:04 AM,Bianca,No Value,Rest,Rest,,in water,,0,1,AJ
9/23/22,11:50:14,Wilbur,No Value,Nudge.ground,Activity,"30.016527,-97.307509",,,0,0,NS
9/23/22,11:50:24,Wilbur,No Value,Rest,Rest,"30.014947,-97.307404",Lay down,,0,1,NS
9/30/22,9:29:15,Atlas,No Value,Grunt,Grunt,"30.014934,-97.307460",,,1,0,NS
9/30/22,9:29:21 AM,Georgie,No Value,Grunt,Grunt,,,,1,0,AJ
9/30/22,9:29:45 AM,Georgie,No Value,Yawn.not.contaig,Anxious,,,,0,0,AJ
9/30/22,9:29:47,Atlas,No Value,Nudge.ground,Activity,"30.014933,-97.307449",,,0,0,NS
9/30/22,9:30:30 AM,Georgie,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,9:30:45,Atlas,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
9/30/22,9:31:48 AM,Georgie,No Value,Rest,Rest,,,,0,0,AJ
9/30/22,9:31:58,Atlas,Unknown,Get.disp,R.agg,"30.014553,-97.307577",Displaced by black pig with white forehead mark (pic),,0,0,NS
9/30/22,9:32:30,Atlas,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
9/30/22,9:33:14 AM,Georgie,No Value,Grunt,Grunt,,,,0,0,AJ
9/30/22,9:34:16,Atlas,Unknown,Get.disp,R.agg,"30.017490,-97.306175",Pic,,0,0,NS
9/30/22,9:34:23 AM,Georgie,No Value,Rest,Rest,,,,0,1,AJ
9/30/22,9:35:40,Eleanor,No Value,Rest,Rest,"30.015069,-97.307448",,,1,0,NS
9/30/22,9:35:48 AM,Horatio,Unknown,Sniff.consp,Pro.social,,sniffing white pig with black head not in study,,1,0,AJ
9/30/22,9:36:25 AM,Horatio,No Value,Yawn.not.contaig,Anxious,,,,0,0,AJ
9/30/22,9:36:44,Eleanor,Unknown,Other,Other,"30.015069,-97.307448",Licked by unknown pig (vid),,0,0,NS
9/30/22,9:36:48 AM,Horatio,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,9:36:57 AM,Horatio,No Value,Snout.touch,Pro.social,,all black pig not in study,,0,0,AJ
9/30/22,9:38:00,Eleanor,No Value,Other,Other,"30.015069,-97.307448",Get up,,0,0,NS
9/30/22,9:38:21,Eleanor,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
9/30/22,9:38:52 AM,Horatio,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,9:39:05 AM,Horatio,No Value,Drink,Drink,,,,0,0,AJ
9/30/22,9:40:00 AM,Horatio,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,9:40:27,Eleanor,No Value,Travel,Activity,"30.015069,-97.307448",,,0,0,NS
9/30/22,9:40:29 AM,Horatio,No Value,Travel,Activity,,,,0,1,AJ
9/30/22,9:41:31 AM,Bates,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,9:41:35,Thomas,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,1,0,NS
9/30/22,9:42:07 AM,Bates,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,9:42:30,Thomas,Unknown,Grunt,Grunt,"30.015069,-97.307448",Approached by Oreo pig with white tail no tusks (pic),,0,0,NS
9/30/22,9:43:02,Thomas,No Value,Nudge.ground,Activity,"30.014891,-97.307408",Dirt,,0,0,NS
9/30/22,9:44:03 AM,Bates,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,9:45:44 AM,Bates,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,9:46:44,Thomas,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,1,NS
9/30/22,9:46:48 AM,Bates,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,9:47:19 AM,Thomas,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,9:48:33 AM,Thomas,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,9:49:05,Georgie,Dora,Rest.proxim,Pro.social,"30.016843,-97.306443",,,1,0,NS
9/30/22,9:51:51,Georgie,Dora,Grunt,Grunt,"30.017832,-97.306012","Grunts as Dora gets up, then go back to resting",,0,0,NS
9/30/22,9:52:58 AM,Thomas,Wilbur,Get.disp,R.agg,,,,0,1,AJ
9/30/22,9:53:19 AM,Atlas,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,9:54:05,Georgie,Dora,Rest,Rest,"30.017520,-97.306176",,,0,1,NS
9/30/22,9:54:36 AM,Atlas,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,9:55:10,Rebel,No Value,Nudge.ground,Activity,"30.014957,-97.307475",Dirt,,1,0,NS
9/30/22,9:57:48 AM,Atlas,No Value,Poop,Poop,,,,0,0,AJ
9/30/22,9:58:31 AM,Atlas,Bates,Attempt.disp,G.agg,,,,0,1,AJ
9/30/22,9:59:45 AM,Dora,No Value,Rest,Rest,,,,1,0,AJ
9/30/22,10:00:15,Rebel,No Value,Nudge.ground,Activity,"30.017846,-97.306003",Dirt,,0,1,NS
9/30/22,10:01:26,Horatio,No Value,Travel,Activity,"30.014892,-97.307411",,,1,0,NS
9/30/22,10:01:41 AM,Dora,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:02:59,Horatio,Unknown,Nudge.ground,Activity,"30.015069,-97.307448",Eat dirt with unknown black pig with white belly (pic),,0,0,NS
9/30/22,10:03:51,Horatio,No Value,Nudge.ground,Activity,"30.014708,-97.307495",,,0,0,NS
9/30/22,10:04:36,Horatio,Unknown,Rest,Rest,"30.015069,-97.307448",Rest next to same unknown large black pig white belly,,0,0,NS
9/30/22,10:05:04 AM,Dora,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,10:05:40 AM,Rebel,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,10:05:52 AM,Rebel,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,10:06:30,Horatio,Unknown,Rest,Rest,"30.017138,-97.306384",,,0,1,NS
9/30/22,10:07:57,Bates,No Value,Nudge.ground,Activity,"30.017117,-97.306359",Hay,,1,0,NS
9/30/22,10:10:45 AM,Rebel,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,10:11:00,Bates,No Value,Travel,Activity,"30.017246,-97.306263",,,0,0,NS
9/30/22,10:11:13,Bates,No Value,Nudge.ground,Activity,"30.014943,-97.307529",Dirt,,0,0,NS
9/30/22,10:11:36,Bates,No Value,Travel,Activity,"30.015069,-97.307448",,,0,0,NS
9/30/22,10:11:59,Bates,No Value,Wag.tail,Wag.tail,"30.015069,-97.307448",,,0,0,NS
9/30/22,10:12:11,Bates,No Value,Nudge.ground,Activity,"30.014980,-97.307511",Dirt,,0,0,NS
9/30/22,10:12:27,Bates,No Value,Travel,Activity,"30.015069,-97.307448",,,0,0,NS
9/30/22,10:12:55,Bates,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,1,NS
9/30/22,10:13:42 AM,Imogen,No Value,Wag.tail,Wag.tail,,,,1,0,AJ
9/30/22,10:14:12,Dora,No Value,Nudge.ground,Activity,"30.014891,-97.307433",,,1,0,NS
9/30/22,10:14:20,Dora,No Value,Approach.obs,Pro.social,"30.014897,-97.307419",Approach NS,,0,0,NS
9/30/22,10:14:27 AM,Imogen,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:14:48 AM,Imogen,No Value,Rest,Rest,,,,0,0,AJ
9/30/22,10:14:55,Dora,No Value,Travel,Activity,"30.015069,-97.307448",,,0,0,NS
9/30/22,10:15:12,Dora,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Hay,,0,0,NS
9/30/22,10:15:32,Dora,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
9/30/22,10:15:43,Dora,Wilbur,Other,Other,"30.014867,-97.307364",Bit on face (no wound) by Wilbur? (Pic),,0,0,NS
9/30/22,10:16:44,Dora,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
